meta_review	first_author_meta	year_meta	Link_MA	amstar	amstar_rank	intervention_type	intervention_general	intervention_precise	intervention_comment	intervention_label	duration_month	dose	dose_unit	setting	sett_home	sett_clin	sett_class	intervention_imp	parent_imp	prof_imp	tech_imp	outcome_general	outcome_precise	outcome_type	outcome_measure	outcome_test	outcome_observation	outcome_report	link_cct	author	year	design	measure	n_cases	n_controls	multiple_es	reverse_es	value	se	ci_lo	ci_up	mean_cases	sd_cases	mean_controls	sd_controls	mean_change_cases	sd_change_cases	mean_change_controls	sd_change_controls	n_cases_exp	n_exp	n_cases_nexp	n_nexp	n_controls_exp	n_controls_nexp	rob	design_num	low_RoB_num	random_num	attrition_num	reporting_num	blinding_num	RoB_SeqGen	RoB_Conceal	RoB_BlindPers	RoB_BlindOut	RoB_Attrition	RoB_Reporting	type_comp	active_controls	perc_female	mean_age	mean_IQ	available_age	available_IQ	available_control	available_rob	country	continent	diagnostic_criteria	AMS_1_PICO	AMS_2_protocol	AMS_3_selection	AMS_4_search	AMS_5_screening_duplicate	AMS_6_extraction_duplicate	AMS_7_excluded	AMS_8_description	AMS_9_RoB	AMS_10_funding_primary	AMS_11_stat	AMS_12_MA_RoB	AMS_13_interpreting_RoB	AMS_14_heterogeneity	AMS_15_publication_bias	AMS_16_CoI	n_tot	id_row	paper	trial_id	Duration_cct	IQ_cct	Age_cct	min_age_meta	max_age_meta	min_IQ_meta	max_IQ_meta	n_cct_intervention	n_outcome_intervention	outcome_intervention	n_meta_intervention	meta_intervention	URL_meta	min_age_intervention	max_age_intervention	min_IQ_intervention	max_IQ_intervention
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	1.61104718	1.5	hour/week	Clinic	0	100	0			100		Social-communication	Lethargy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.3390/ijerph14070776.	Harris	2017	RCT	SMD	14	10	outcomes	reverse	-0.12		-0.93	0.70															high	100	0	100	100	100	0	low	high	high	high	low	low	WLC ()	0	15.3846153846154	7.38		1	0	1	1	UK	UK	Clinician	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	24	119	Chen (2022a)	Harris_2017	< 2 months		6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Lethargy	Report	ABC: Aberrant Behavior Checklist	0	0	100		Pan	2018/2019	RCT	SMD	8	8	outcomes	reverse	-0.75		-1.77	0.26															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	120	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		ADHD symptoms	Hyperactivity	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58		reverse	-0.50		-0.87	-0.13															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	121	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.38	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	1.61104718	1.5	hour/week	Clinic	0	100	0			100		ADHD symptoms	Hyperactivity	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.3390/ijerph14070776.	Harris	2017	RCT	SMD	14	10		reverse	-0.4		-1.22	0.42															high	100	0	100	100	100	0	low	high	high	high	low	low	WLC ()	0	15.3846153846154	7.38		1	0	1	1	UK	UK	Clinician	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	24	122	Chen (2022a)	Harris_2017	< 2 months		6-12 yo	7.38	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		ADHD symptoms	Hyperactivity	Report	ABC: Aberrant Behavior Checklist	0	0	100		Pan	2018/2019	RCT	SMD	8	8		reverse	-1.69		-2.83	-0.55															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	123	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.38	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Innapropriate speech	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58	outcomes	reverse	-0.33		-0.69	0.04															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	124	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	1.61104718	1.5	hour/week	Clinic	0	100	0			100		Social-communication	Innapropriate speech	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.3390/ijerph14070776.	Harris	2017	RCT	SMD	14	10	outcomes	reverse	-0.02		-0.83	0.79															high	100	0	100	100	100	0	low	high	high	high	low	low	WLC ()	0	15.3846153846154	7.38		1	0	1	1	UK	UK	Clinician	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	24	125	Chen (2022a)	Harris_2017	< 2 months		6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Innapropriate speech	Report	ABC: Aberrant Behavior Checklist	0	0	100		Pan	2018/2019	RCT	SMD	8	8	outcomes	reverse	-0.30		-1.28	0.69															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	126	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Equine-Assisted Therapy	Equine-Assisted Therapy	5.75373993	1.08	hour/week	Clinic	0	100	0			100		Social-communication	Socialization/Social Interaction	Report	VABS: Vineland Adaptative Behavior Scale	0	0	100	10.1007/s10803-015-2530-6	Borgi	2016	RCT	SMD	13	13	outcomes		0.21		-0.4	0.82															high	100	0	0	100	0	100	high	unclear	unclear	low	low	high	WLC ()	0	0	9		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	26	127	Dimolareva (2020)	Borgi_2016	2-6 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	1	hour/week	Clinic	0	100	0			100		Social-communication	Socialization/Social Interaction	Report	VABS: Vineland Adaptative Behavior Scale	0	0	100	10.1016/j.rasd.2011.09.007	Gabriels	2012	NRCT	SMD	41	15	outcomes		0.09		-0.37	0.54															high	0	0	0	0	0	0	unclear	unclear	unclear	unclear	unclear	high	WLC ()	0	14.3	11		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	56	128	Dimolareva (2020)	Gabriels_2012	2-6 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.76179517	1.5	hour/week	Clinic	0	100	0			100		Social-communication	Socialization/Social Interaction	Report	BASC: Behavior Assessment System for Children	0	0	100	10.14204/ejrep.32.13115	Garcia-Gomez	2013	NRCT	SMD	6	6			1.1		0.22	1.98															high	0	0	0	0	0	0	high	unclear	unclear	unclear	high	unclear	TAU ()	0	18.8	10.5		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	12	129	Dimolareva (2020)	Garcia-Gomez_2013	2-6 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Equine-Assisted Activities	Equine-Assisted Activities	2.76179517	1	hour/week	Clinic	0	100	0			100		Social-communication	Socialization/Social Interaction	Report	PedQol: Pediatric Quality of Life Inventory	0	0	100	10.1007/s10803-014-2062-5	Lanning	2014	NRCT	SMD	7	7			0.2		-0.74	1.13															high	0	0	0	100	100	0	high	low	unclear	unclear	low	low	Active: Social Circles ()	0	16	9.5		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	14	130	Dimolareva (2020)	Lanning_2014	2-6 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Animal-Assisted Intervention	Animal-Assisted Intervention	1.84119678	0.67	hour/week	Clinic	0	100	0			100		Social-communication	Socialization/Social Interaction	Report	SSRS: Social Skill Rating System	0	0	100	10.1089/acm.2013.0165	O'Haire	2014	NRCT	SMD	27	37			0.21		-0.07	0.49															high	0	0	0	0	100	0	high	unclear	unclear	unclear	unclear	low	WLC ()	0	21.88	8.5		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	64	131	Dimolareva (2020)	O'Haire_2014	< 2 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Socialization/Social Interaction	Report	VABS: Vineland Adaptative Behavior Scale	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	56	55	outcomes		0.12		-0.2	0.44															high	100	0	100	100	100	0	low	unclear	unclear	high	low	low	Placebo ()	0	12.93	11	86.5	1	1	1	1	USA	North America	SCQ	1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	111	132	Dimolareva (2020)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Equine-Assisted Therapy	Equine-Assisted Therapy	5.75373993	1.08	hour/week	Clinic	0	100	0			100		Social-communication	Communication	Report	VABS: Vineland Adaptative Behavior Scale	0	0	100	10.1007/s10803-015-2530-6	Borgi	2016	RCT	SMD	13	13	outcomes		0.4		-0.23	1.04															high	100	0	0	100	0	100	high	unclear	unclear	low	low	high	WLC ()	0	0	9		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	26	133	Dimolareva (2020)	Borgi_2016	2-6 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	1	hour/week	Clinic	0	100	0			100		Social-communication	Communication	Report	VABS: Vineland Adaptative Behavior Scale	0	0	100	10.1016/j.rasd.2011.09.007	Gabriels	2012	NRCT	SMD	41	15	outcomes		0.34		-0.11	0.79															high	0	0	0	0	0	0	unclear	unclear	unclear	unclear	unclear	high	WLC ()	0	14.3	11		1	0	1	1				1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	56	134	Dimolareva (2020)	Gabriels_2012	2-6 months		6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Communication	Report	SRS: Social Responsiveness Scale	0	0	100		Pan	2018/2019	RCT	SMD	8	8			0.23		-0.59	1.05															low	100	100	100	100	100	0	low	unclear	unclear	unclear	low	low	Placebo ()	0	18.75	11	101	1	1	1	1	USA	North America	ADOS2	1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	16	135	Dimolareva (2020)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Dimolareva (2020)	Dimolareva	2020	https://doi.org/10.1007/s1080 3-020-04715 -w	2.0	Critically low	Complementary	AAI	AAI	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Communication	Report	SRS: Social Responsiveness Scale	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	56	55	outcomes		0.62		0.29	0.95															high	100	0	100	100	100	0	low	unclear	unclear	high	low	low	Placebo ()	0	12.93	11	86.5	1	1	1	1	USA	North America	SCQ	1	0	0	0.0	1.0	0	0.0	0.0	1.0	0	0	1	1	1	1	0	111	136	Dimolareva (2020)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	8.5	11	67	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
